order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
105418,538,prior,21,0,11,20
226388,538,prior,22,2,21,2
1161160,538,prior,23,4,10,2
744681,538,prior,24,2,11,5
1809875,538,prior,25,0,10,19
2239343,538,prior,26,4,14,25
3004135,538,train,27,2,22,12
2788267,539,prior,1,0,14,
2399141,539,prior,2,1,15,22
408243,539,prior,3,3,13,2
631827,539,prior,4,3,16,21
303110,539,prior,5,0,19,25
140456,539,prior,6,0,15,14
3403628,539,prior,7,1,16,22
1757203,539,prior,8,0,19,30
1047541,539,prior,9,1,18,8
313349,539,prior,10,1,13,28
2080753,539,prior,11,2,7,30
2405441,539,prior,12,1,16,30
2639366,539,prior,13,0,15,20
1011176,539,prior,14,0,13,14
98734,539,prior,15,3,11,10
943785,539,prior,16,0,18,11
3233795,539,prior,17,0,14,7
606811,539,test,18,1,18,8
2308775,540,prior,1,6,16,
2240087,540,prior,2,4,12,19
3171527,540,prior,3,1,15,4
1755983,540,prior,4,1,3,14
2940154,540,prior,5,4,11,3
2724968,540,train,6,1,13,30
32153,541,prior,1,6,23,
2492080,541,prior,2,6,14,14
102978,541,prior,3,0,10,8
1332989,541,prior,4,6,14,30
765379,541,prior,5,6,12,30
1043105,541,train,6,0,13,30
2857517,542,prior,1,1,16,
1611651,542,prior,2,3,12,9
1902370,542,prior,3,2,10,30
1726118,542,train,4,0,16,5
1894793,543,prior,1,0,14,
2060660,543,prior,2,2,9,16
2662858,543,prior,3,0,11,5
2240352,543,prior,4,6,15,6
669413,543,prior,5,5,22,6
1484608,543,prior,6,6,13,8
2688032,543,prior,7,0,13,15
569083,543,prior,8,1,18,30
1735514,543,prior,9,0,13,6
2479764,543,prior,10,6,11,6
204565,543,prior,11,0,15,30
1901134,543,test,12,0,13,21
282081,544,prior,1,6,17,
2837449,544,prior,2,4,10,19
1326817,544,prior,3,3,18,13
958184,544,prior,4,3,10,30
2063685,544,train,5,4,16,1
1455719,545,prior,1,6,9,
2615616,545,prior,2,4,17,5
1217315,545,prior,3,5,8,8
2584552,545,prior,4,6,16,30
1229133,545,train,5,4,18,5
1408997,546,prior,1,1,17,
3146100,546,prior,2,2,16,22
2475132,546,prior,3,1,16,30
1548901,546,prior,4,3,18,23
2563695,546,prior,5,2,16,30
949884,546,prior,6,2,18,30
1340939,546,train,7,3,12,22
284595,547,prior,1,5,13,
359811,547,prior,2,2,13,4
803944,547,prior,3,1,14,6
1898058,547,prior,4,5,17,4
2593024,547,prior,5,0,12,2
868825,547,prior,6,3,11,10
1187375,547,prior,7,6,19,10
1007901,547,prior,8,3,18,4
1874707,547,prior,9,6,12,10
2694818,547,prior,10,6,10,7
1074772,547,train,11,0,18,1
3400476,548,prior,1,5,7,
1057521,548,prior,2,1,9,3
3399775,548,prior,3,2,13,30
932048,548,prior,4,0,15,5
134585,548,prior,5,5,11,5
1535587,548,prior,6,1,16,30
1855437,548,prior,7,1,15,30
1461409,548,test,8,3,17,30
3091265,549,prior,1,3,15,
1021420,549,prior,2,6,14,10
1758859,549,prior,3,4,15,12
672725,549,prior,4,5,17,8
1531426,549,prior,5,0,17,16
3393248,549,prior,6,5,18,5
2990708,549,prior,7,5,18,7
2808709,549,prior,8,3,18,30
1506687,549,prior,9,4,16,30
3080479,549,prior,10,3,16,30
1291650,549,train,11,3,17,21
60788,550,prior,1,6,10,
210731,550,prior,2,0,7,30
1449102,550,prior,3,1,12,8
2216159,550,prior,4,2,11,8
1608919,550,train,5,3,13,8
2768789,551,prior,1,3,14,
560159,551,prior,2,5,10,30
1845878,551,prior,3,3,16,30
1361347,551,prior,4,5,10,9
2960712,551,prior,5,5,14,14
610498,551,prior,6,3,14,19
1642493,551,prior,7,1,11,19
2469575,551,prior,8,2,11,30
1896455,551,prior,9,3,14,15
121916,551,prior,10,1,15,12
1036348,551,test,11,4,17,30
1815851,552,prior,1,3,11,
655448,552,prior,2,4,12,8
1400115,552,prior,3,6,12,23
2791757,552,prior,4,1,9,30
728447,552,prior,5,6,16,19
2423090,552,prior,6,6,17,21
626658,552,prior,7,6,16,7
1859729,552,prior,8,6,19,7
1754314,552,prior,9,0,8,8
3300814,552,prior,10,0,17,7
1466048,552,prior,11,2,12,9
2324401,552,prior,12,1,13,6
1820107,552,train,13,5,7,11
1661527,553,prior,1,0,16,
1316250,553,prior,2,0,10,30
256285,553,prior,3,5,19,30
2426574,553,prior,4,6,18,29
2729476,553,prior,5,0,14,30
3185562,553,prior,6,3,18,3
519581,553,prior,7,3,17,7
2736247,553,prior,8,6,10,24
1096619,553,prior,9,5,16,6
1803743,553,test,10,5,15,28
1856173,554,prior,1,5,12,
499567,554,prior,2,2,15,30
2965286,554,prior,3,1,15,30
1943160,554,prior,4,5,14,30
1022321,554,prior,5,1,18,30
2308504,554,prior,6,0,16,13
1445911,554,train,7,0,12,21
414841,555,prior,1,4,8,
1916907,555,prior,2,4,11,14
915952,555,prior,3,6,8,30
2405074,555,prior,4,0,16,8
1042140,555,prior,5,1,14,1
2103653,555,prior,6,2,17,30
579423,555,prior,7,3,8,29
2425426,555,prior,8,1,9,30
1131667,555,prior,9,6,14,5
3323600,555,prior,10,1,19,23
843947,555,prior,11,5,9,4
2405239,555,train,12,2,8,30
1229255,556,prior,1,4,19,
626831,556,prior,2,6,11,2
3335735,556,prior,3,6,7,7
3259141,556,test,4,6,17,0
1588867,557,prior,1,0,8,
1901387,557,prior,2,0,7,28
1518188,557,prior,3,5,18,12
2104695,557,prior,4,0,14,30
1384405,557,prior,5,6,14,27
2377342,557,test,6,0,14,30
2273758,558,prior,1,0,16,
2352353,558,prior,2,1,16,1
2996263,558,prior,3,0,16,6
2792437,558,prior,4,2,0,30
1551696,558,prior,5,3,12,8
542577,558,prior,6,4,14,1
1338495,558,prior,7,3,15,6
520566,558,prior,8,1,11,5
2024151,558,prior,9,4,13,10
1450877,558,prior,10,6,10,2
360783,558,prior,11,2,14,10
1271186,558,prior,12,2,10,7
934774,558,prior,13,4,12,9
2583501,558,prior,14,1,10,4
970433,558,prior,15,0,16,6
2867675,558,prior,16,1,13,15
2715590,558,prior,17,2,7,8
1532626,558,prior,18,0,18,5
1853454,558,prior,19,1,19,8
1099867,558,prior,20,4,18,3
956774,558,prior,21,0,15,17
3111457,558,prior,22,1,11,8
2202331,558,prior,23,1,19,7
2942656,558,prior,24,2,17,8
95192,558,prior,25,5,23,3
1118364,558,prior,26,3,8,5
2183125,558,prior,27,4,20,1
451330,558,train,28,5,12,1
3314866,559,prior,1,5,17,
388961,559,prior,2,6,11,1
980993,559,prior,3,0,10,1
1517965,559,prior,4,3,7,17
1521472,559,prior,5,4,8,30
2180413,559,prior,6,2,11,30
313641,559,prior,7,6,12,4
306809,559,prior,8,5,20,20
2356613,559,prior,9,6,9,30
846917,559,prior,10,5,11,6
3147843,559,prior,11,5,12,0
44733,559,prior,12,2,18,4
2344862,559,prior,13,6,9,4
1214245,559,prior,14,0,13,30
3117164,559,prior,15,1,19,1
2073035,559,prior,16,5,19,4
170963,559,prior,17,5,20,14
1654203,559,prior,18,5,18,14
84264,559,prior,19,6,13,8
2906924,559,prior,20,3,17,18
1718470,559,prior,21,1,14,19
1685904,559,prior,22,0,12,6
1527883,559,train,23,6,12,13
2649902,560,prior,1,4,10,
1368396,560,prior,2,1,10,11
3113855,560,prior,3,2,9,8
3249372,560,prior,4,2,15,7
1142025,560,prior,5,1,16,13
1441575,560,prior,6,2,12,8
2914694,560,prior,7,1,10,6
1112582,560,prior,8,1,10,7
1645974,560,prior,9,1,13,7
2167361,560,prior,10,4,9,3
2176997,560,prior,11,1,10,4
825171,560,prior,12,2,13,1
1139193,560,prior,13,1,10,6
234298,560,prior,14,1,10,7
350665,560,prior,15,1,11,7
1770681,560,prior,16,1,10,7
2147626,560,prior,17,1,10,14
349608,560,prior,18,1,12,7
1746931,560,prior,19,1,11,7
2172306,560,prior,20,1,13,7
2265068,560,prior,21,3,15,9
721846,560,prior,22,1,10,5
3230921,560,prior,23,1,10,7
1941234,560,prior,24,1,10,21
1127501,560,prior,25,1,9,7
26564,560,prior,26,1,12,7
2007676,560,prior,27,1,11,7
3149225,560,prior,28,1,10,7
340309,560,prior,29,1,12,7
1910302,560,prior,30,1,13,7
254931,560,prior,31,1,10,7
322796,560,prior,32,1,10,7
2507851,560,prior,33,1,10,14
1871823,560,prior,34,1,13,7
2019153,560,train,35,1,10,7
2539678,561,prior,1,0,17,
271911,561,prior,2,0,16,14
2624378,561,prior,3,2,7,9
1370934,561,prior,4,2,10,30
3235100,561,train,5,6,8,30
913549,562,prior,1,2,13,
912968,562,prior,2,5,12,3
2829143,562,prior,3,2,11,11
2680210,562,prior,4,5,11,3
975257,562,prior,5,2,11,4
2211584,562,prior,6,3,9,8
1291926,562,prior,7,5,14,2
2543535,562,prior,8,3,7,5
2902107,562,prior,9,3,9,7
1910708,562,prior,10,2,9,6
847392,562,prior,11,2,8,7
2295331,562,prior,12,4,9,2
3052775,562,prior,13,2,9,5
748416,562,prior,14,5,9,3
1015101,562,prior,15,4,10,6
255241,562,prior,16,1,14,11
1493885,562,prior,17,3,14,2
2295661,562,prior,18,4,9,1
2290410,562,prior,19,2,10,5
2080851,562,prior,20,1,14,6
2124847,562,prior,21,5,9,4
322980,562,prior,22,3,13,12
137072,562,prior,23,3,10,7
1515015,562,prior,24,1,11,5
947551,562,prior,25,5,8,4
1271758,562,prior,26,4,10,6
2867552,562,prior,27,1,11,4
916844,562,prior,28,5,13,4
3370632,562,prior,29,1,13,3
2674624,562,prior,30,4,9,3
27662,562,prior,31,1,13,4
1384624,562,prior,32,5,12,4
3113561,562,prior,33,2,13,4
639908,562,prior,34,5,10,3
3253955,562,prior,35,2,13,4
81892,562,prior,36,4,16,2
1207544,562,prior,37,3,10,6
1003433,562,prior,38,1,9,5
149371,562,prior,39,3,10,2
2259452,562,prior,40,3,7,7
3066710,562,prior,41,4,10,1
2292714,562,prior,42,2,9,5
1523046,562,prior,43,5,9,3
3413688,562,prior,44,3,9,5
1915794,562,prior,45,3,9,0
522825,562,prior,46,2,8,6
3207653,562,prior,47,5,10,3
1675527,562,prior,48,3,9,5
3251292,562,prior,49,1,11,5
769914,562,prior,50,5,9,4
3396231,562,prior,51,2,8,4
3125190,562,train,52,4,11,2
1837054,563,prior,1,1,19,
437538,563,prior,2,2,13,30
1126181,563,prior,3,2,13,7
3268295,563,prior,4,3,14,8
2039156,563,prior,5,1,9,5
3065466,563,train,6,2,10,8
274927,564,prior,1,5,13,
1517477,564,prior,2,6,11,30
3250526,564,prior,3,5,16,30
1597699,564,prior,4,4,15,30
2759570,564,prior,5,5,15,30
241982,564,prior,6,2,14,30
1134985,564,prior,7,4,13,23
856669,564,prior,8,2,13,12
661976,564,prior,9,0,14,12
2080645,564,test,10,3,17,17
1530866,565,prior,1,6,13,
2141764,565,prior,2,6,16,7
2938788,565,prior,3,6,11,7
628607,565,prior,4,4,11,26
2372831,565,prior,5,0,12,17
2101825,565,train,6,1,16,29
2078303,566,prior,1,5,9,
1037340,566,prior,2,2,9,30
2238355,566,prior,3,6,10,11
3106872,566,prior,4,2,16,17
3066833,566,prior,5,6,18,11
1715353,566,prior,6,4,13,12
907226,566,prior,7,0,18,30
275139,566,prior,8,5,13,30
2028812,566,prior,9,5,15,28
1398036,566,prior,10,6,15,22
1454698,566,prior,11,0,10,1
1709329,566,prior,12,6,11,6
672749,566,prior,13,0,9,30
3357236,566,train,14,2,20,30
3059964,567,prior,1,4,11,
2498672,567,prior,2,4,12,14
1484182,567,prior,3,1,9,30
1974527,567,prior,4,0,22,13
849756,567,prior,5,2,12,23
2150581,567,prior,6,0,20,12
1530486,567,prior,7,3,17,10
2674584,567,prior,8,0,17,11
3106604,567,prior,9,3,20,10
1793808,567,prior,10,1,10,12
3087100,567,prior,11,2,11,8
2755533,567,prior,12,2,12,21
3173354,567,prior,13,6,22,18
3217462,567,prior,14,1,20,9
3254235,567,prior,15,2,19,15
1643833,567,prior,16,1,19,13
870490,567,prior,17,1,18,14
85933,567,prior,18,1,9,21
2560645,567,prior,19,5,12,25
2750684,567,prior,20,1,18,10
2600209,567,prior,21,3,10,16
241538,567,train,22,0,20,11
297069,568,prior,1,3,10,
3058291,568,prior,2,1,16,26
2673693,568,prior,3,2,17,30
125225,568,prior,4,1,16,13
1837013,568,prior,5,3,14,23
1686181,568,prior,6,3,14,7
2192605,568,prior,7,1,13,30
1772598,568,prior,8,1,15,0
17710,568,prior,9,6,21,12
2058052,568,prior,10,0,10,1
2178585,568,train,11,1,16,8
2508025,569,prior,1,2,12,
1647583,569,prior,2,2,7,30
2269080,569,prior,3,3,15,30
3158741,569,train,4,3,8,30
2016907,570,prior,1,6,18,
3381325,570,prior,2,5,21,20
2330782,570,prior,3,0,12,9
2501508,570,prior,4,4,18,30
2216829,570,prior,5,6,15,9
372698,570,prior,6,6,12,14
2379791,570,train,7,0,17,22
1638887,571,prior,1,0,14,
2115331,571,prior,2,2,15,30
643645,571,prior,3,4,18,23
3025308,571,prior,4,1,19,30
1325730,571,prior,5,5,14,18
2273475,571,prior,6,4,16,6
271797,571,train,7,0,16,10
872032,572,prior,1,0,11,
1084198,572,prior,2,5,13,5
2386359,572,prior,3,2,15,18
1609767,572,train,4,3,16,1
509498,573,prior,1,1,8,
3134669,573,prior,2,2,8,8
1268778,573,prior,3,2,10,7
1166628,573,prior,4,1,13,6
665271,573,prior,5,1,9,14
2633014,573,prior,6,1,9,7
557473,573,prior,7,1,15,0
1006987,573,prior,8,4,17,17
2511589,573,prior,9,3,13,6
48196,573,prior,10,5,14,16
1998125,573,prior,11,1,10,10
2892713,573,prior,12,2,11,15
2423828,573,prior,13,4,10,30
1328211,573,prior,14,2,10,30
1274130,573,prior,15,5,13,10
1144354,573,train,16,1,10,30
2186459,574,prior,1,1,22,
1091355,574,prior,2,6,13,30
1136851,574,prior,3,0,13,8
2815610,574,prior,4,0,16,7
2349486,574,prior,5,1,17,8
822269,574,prior,6,1,12,30
2954322,574,prior,7,5,14,11
293312,574,prior,8,0,11,9
268582,574,prior,9,0,9,21
1820372,574,prior,10,1,16,15
2192593,574,prior,11,0,14,20
599014,574,test,12,1,16,8
2522468,575,prior,1,0,14,
225765,575,prior,2,5,18,12
2347434,575,prior,3,0,13,30
325506,575,prior,4,5,21,26
1232929,575,train,5,4,21,20
3267631,576,prior,1,0,12,
135041,576,prior,2,6,18,27
3307599,576,prior,3,0,14,30
1787132,576,prior,4,0,14,14
2169355,576,prior,5,0,10,30
270160,576,prior,6,0,20,30
587740,576,test,7,6,12,30
2687979,577,prior,1,1,21,
2944620,577,prior,2,2,23,30
994838,577,prior,3,2,23,0
1002626,577,prior,4,0,10,5
148818,577,prior,5,5,7,30
1241717,577,train,6,2,8,4
269701,578,prior,1,4,19,
224230,578,prior,2,4,20,0
1695788,578,prior,3,1,7,30
877079,578,test,4,3,7,23
425851,579,prior,1,0,8,
294755,579,prior,2,2,18,30
1377596,579,prior,3,6,14,25
3360645,579,test,4,5,9,30
645334,580,prior,1,0,8,
452719,580,prior,2,3,16,10
585011,580,prior,3,6,19,17
3141458,580,prior,4,2,18,30
3241031,580,prior,5,4,15,16
2966907,580,prior,6,2,12,5
3148945,580,prior,7,6,8,11
2482054,580,prior,8,1,11,16
1207341,580,prior,9,4,10,24
3379920,580,prior,10,0,12,30
1889611,580,prior,11,6,12,13
203885,580,prior,12,2,15,3
3028294,580,prior,13,6,9,30
1436920,580,prior,14,0,11,29
1316708,580,prior,15,5,16,12
3176404,580,prior,16,5,14,7
2546456,580,prior,17,2,19,30
3414799,580,prior,18,2,14,14
454795,580,prior,19,1,7,6
806227,580,prior,20,6,8,5
1806274,580,prior,21,3,16,4
2127621,580,train,22,6,17,10
80740,581,prior,1,2,11,
2425256,581,prior,2,5,17,30
1332124,581,prior,3,6,14,30
1887969,581,test,4,4,20,30
565640,582,prior,1,1,15,
1777989,582,prior,2,1,15,7
583478,582,prior,3,0,19,6
439525,582,prior,4,1,16,8
2045954,582,prior,5,1,14,30
511667,582,prior,6,3,15,9
235749,582,prior,7,2,15,20
3112301,582,prior,8,5,10,30
3135765,582,prior,9,5,14,7
917549,582,prior,10,5,16,21
1267108,582,prior,11,1,14,3
3411523,582,prior,12,3,16,16
1919500,582,prior,13,1,16,30
1167784,582,prior,14,6,15,19
1528937,582,prior,15,1,14,30
2044013,582,prior,16,1,14,7
3267745,582,prior,17,1,16,14
3046514,582,prior,18,6,15,19
2829388,582,prior,19,0,15,1
196922,582,prior,20,0,15,7
1905674,582,prior,21,2,15,9
1044486,582,train,22,6,14,25
3102564,583,prior,1,0,21,
3255174,583,prior,2,3,5,10
852142,583,prior,3,0,11,4
2122203,583,prior,4,4,20,4
1153040,583,prior,5,5,7,1
896874,583,prior,6,0,19,9
134058,583,prior,7,2,16,23
2690392,583,prior,8,5,18,10
1904603,583,prior,9,3,11,5
3125083,583,prior,10,3,20,0
599601,583,prior,11,4,8,8
1609355,583,prior,12,5,20,1
1759679,583,prior,13,1,8,3
2588770,583,prior,14,3,15,2
313999,583,prior,15,1,20,5
551681,583,prior,16,6,20,5
3393706,583,prior,17,5,20,13
575422,583,prior,18,1,23,10
167810,583,prior,19,4,8,10
2977363,583,prior,20,1,7,25
1775279,583,prior,21,3,10,2
3110258,583,prior,22,1,22,5
3129018,583,prior,23,6,8,12
1542336,583,prior,24,3,0,4
1623854,583,prior,25,5,15,2
2427619,583,prior,26,5,13,14
3165029,583,prior,27,1,12,3
1716626,583,prior,28,5,13,25
88631,583,prior,29,6,19,30
2093082,583,prior,30,2,16,10
3927,583,prior,31,0,13,19
3186030,583,prior,32,5,15,12
839335,583,prior,33,0,12,9
2599689,583,prior,34,2,17,9
3100473,583,test,35,6,11,30
1019056,584,prior,1,0,22,
2027176,584,prior,2,2,12,16
2197513,584,prior,3,0,14,12
1197274,584,prior,4,3,8,10
912245,584,prior,5,1,13,5
1497472,584,prior,6,0,23,13
402955,584,prior,7,2,8,9
791047,584,prior,8,1,8,30
2576004,584,train,9,3,9,2
5293,585,prior,1,0,12,
2428498,585,prior,2,1,11,30
3396256,585,prior,3,4,7,10
2071404,585,prior,4,3,13,30
2431125,585,prior,5,4,9,30
1325484,585,prior,6,0,11,10
3215481,585,prior,7,0,11,14
2306234,585,prior,8,6,18,27
2202433,585,prior,9,0,13,15
1801833,585,prior,10,0,16,14
2744200,585,prior,11,1,18,22
2244404,585,train,12,4,14,10
1626873,586,prior,1,6,20,
2110291,586,prior,2,3,1,18
2901241,586,prior,3,4,23,8
357298,586,prior,4,0,21,30
29486,586,train,5,5,18,26
1913360,587,prior,1,4,9,
868416,587,prior,2,5,10,8
166174,587,prior,3,6,10,22
677360,587,prior,4,6,17,30
103768,587,prior,5,2,13,3
22028,587,prior,6,6,7,4
260794,587,prior,7,6,18,28
1493864,587,prior,8,0,13,8
3259331,587,prior,9,6,14,13
1635509,587,prior,10,3,13,18
180570,587,prior,11,3,15,0
2244365,587,prior,12,0,14,4
3054234,587,train,13,6,8,13
455518,588,prior,1,2,16,
579352,588,prior,2,1,20,6
1543089,588,prior,3,5,18,4
2465426,588,prior,4,2,10,4
1266906,588,prior,5,1,18,30
2793039,588,prior,6,0,0,6
2398855,588,prior,7,4,19,4
2697719,588,prior,8,1,21,4
3392717,588,prior,9,5,16,4
661824,588,prior,10,6,15,8
1604752,588,prior,11,0,15,22
1774946,588,prior,12,0,7,30
1148434,588,prior,13,0,15,21
970980,588,prior,14,4,17,4
3025738,588,prior,15,1,8,4
2560084,588,prior,16,6,9,5
1580200,588,prior,17,6,19,30
468107,588,prior,18,3,3,11
123641,588,test,19,4,13,29
901854,589,prior,1,5,14,
1715775,589,prior,2,4,16,6
2763030,589,prior,3,5,16,30
972182,589,prior,4,0,11,16
2104476,589,test,5,0,12,7
322110,590,prior,1,0,16,
478325,590,prior,2,5,16,5
347728,590,prior,3,0,9,9
1496582,590,prior,4,6,14,6
3025259,590,test,5,0,9,30
589796,591,prior,1,1,9,
668870,591,prior,2,1,13,7
3060296,591,prior,3,3,13,2
36055,591,prior,4,2,9,6
2021860,591,prior,5,3,9,1
3057181,591,prior,6,3,10,0
3090420,591,prior,7,5,11,2
2150770,591,train,8,4,9,6
2477400,592,prior,1,6,7,
358413,592,prior,2,3,15,30
3304937,592,prior,3,3,21,7
2314110,592,prior,4,0,14,18
530341,592,train,5,4,9,30
606214,593,prior,1,0,12,
1124686,593,prior,2,6,13,30
11333,593,prior,3,0,11,8
1905830,593,prior,4,0,19,7
2816644,593,prior,5,0,10,14
3123888,593,prior,6,0,15,21
1791569,593,prior,7,1,19,15
3139502,593,prior,8,1,11,7
2210600,593,prior,9,0,12,13
59138,593,prior,10,6,14,6
1363167,593,prior,11,0,10,8
918127,593,prior,12,0,17,30
3081721,593,prior,13,0,12,28
371068,593,prior,14,0,12,30
3349611,593,prior,15,0,10,7
1737360,593,prior,16,6,17,20
1609087,593,prior,17,2,17,30
2918511,593,train,18,6,20,4
2198795,594,prior,1,5,15,
3339593,594,prior,2,2,9,25
1432583,594,prior,3,2,12,30
184526,594,prior,4,2,11,28
1494174,594,prior,5,2,15,28
2713339,594,train,6,3,13,30
374264,595,prior,1,1,14,
663188,595,prior,2,1,17,30
327296,595,prior,3,4,17,10
1764829,595,prior,4,0,11,30
883151,595,prior,5,2,0,30
2980128,595,prior,6,6,16,11
3064035,595,prior,7,1,16,30
3263278,595,train,8,3,18,30
1510755,596,prior,1,0,22,
1896584,596,prior,2,6,15,6
1240693,596,prior,3,5,12,6
1865753,596,prior,4,1,21,3
2387828,596,prior,5,4,22,3
1875809,596,prior,6,0,23,3
2274705,596,prior,7,3,22,3
1975447,596,prior,8,1,19,5
697967,596,prior,9,0,21,6
2641554,596,prior,10,5,18,5
2204918,596,prior,11,1,16,3
391710,596,prior,12,0,21,6
3306617,596,prior,13,1,13,15
664265,596,prior,14,0,21,6
424712,596,prior,15,0,20,7
1248524,596,prior,16,0,19,7
3317996,596,prior,17,5,12,5
2030319,596,prior,18,6,14,8
225889,596,prior,19,0,22,1
3072612,596,prior,20,5,14,5
670334,596,prior,21,0,20,2
2293554,596,prior,22,5,18,30
1473999,596,prior,23,4,17,13
1514391,596,prior,24,1,20,4
1301103,596,prior,25,5,12,4
1468410,596,prior,26,0,14,2
295362,596,prior,27,0,19,7
947989,596,prior,28,0,14,7
1164721,596,prior,29,2,18,2
1592685,596,prior,30,0,22,5
458385,596,prior,31,0,13,7
1959974,596,prior,32,4,8,4
1656463,596,prior,33,0,17,3
1565691,596,prior,34,6,14,6
68022,596,prior,35,3,16,4
1259167,596,prior,36,0,20,4
597424,596,prior,37,6,18,6
440131,596,prior,38,1,22,2
2738799,596,prior,39,5,23,4
1846867,596,prior,40,4,18,6
524889,596,prior,41,0,11,3
2682358,596,prior,42,3,19,3
1732108,596,prior,43,6,16,10
619834,596,prior,44,4,16,5
2763181,596,prior,45,4,20,0
1893365,596,prior,46,3,23,6
1322096,596,prior,47,0,20,4
870562,596,prior,48,6,16,6
120089,596,prior,49,5,17,13
1029583,596,prior,50,3,19,5
61110,596,prior,51,6,14,3
2332074,596,prior,52,0,23,8
594017,596,prior,53,2,11,2
2623600,596,prior,54,6,14,4
1448620,596,prior,55,1,22,2
144711,596,prior,56,0,10,6
1553433,596,prior,57,4,14,4
1873735,596,prior,58,1,7,4
185323,596,prior,59,6,0,5
1661482,596,prior,60,4,20,5
2651387,596,prior,61,0,17,10
1966166,596,prior,62,3,14,10
1164200,596,prior,63,2,10,6
479960,596,prior,64,1,7,6
203528,596,test,65,6,12,5
3005675,597,prior,1,3,6,
295103,597,prior,2,3,21,21
692640,597,prior,3,0,20,30
2397664,597,prior,4,3,8,30
42479,597,prior,5,5,16,9
1399675,597,prior,6,5,20,30
715567,597,prior,7,3,11,26
1816326,597,train,8,4,12,15
291113,598,prior,1,4,7,
1960348,598,prior,2,0,12,3
951891,598,prior,3,6,17,6
825496,598,prior,4,1,13,2
1598848,598,prior,5,5,16,11
1763582,598,prior,6,3,15,26
3191628,598,prior,7,5,14,9
3409156,598,test,8,4,11,20
2649036,599,prior,1,6,20,
917686,599,prior,2,0,14,1
2212006,599,prior,3,5,18,12
2434161,599,prior,4,6,12,1
3292339,599,prior,5,0,14,1
504758,599,prior,6,1,16,1
3088307,599,prior,7,0,19,13
235261,599,prior,8,1,17,15
855519,599,prior,9,4,18,3
1563128,599,prior,10,5,19,1
2027893,599,prior,11,6,13,1
1383517,599,prior,12,5,17,20
188681,599,prior,13,2,19,4
2475822,599,prior,14,5,18,10
836156,599,prior,15,5,18,14
3182047,599,prior,16,6,11,1
663945,599,prior,17,0,16,1
2674958,599,prior,18,4,17,4
2014907,599,prior,19,6,14,9
355260,599,prior,20,1,14,2
2509768,599,prior,21,5,18,4
3289898,599,prior,22,1,14,10
3290453,599,prior,23,3,18,2
1831295,599,prior,24,6,13,10
181172,599,prior,25,1,17,2
377551,599,prior,26,4,17,3
273008,599,prior,27,4,18,7
2991992,599,prior,28,5,18,1
803598,599,prior,29,2,14,4
1005191,599,prior,30,1,13,13
924651,599,prior,31,2,17,1
2131378,599,prior,32,3,16,1
1859940,599,train,33,4,17,1
1861449,600,prior,1,2,16,
2560769,600,prior,2,1,15,6
701268,600,prior,3,6,13,5
1046010,600,prior,4,0,16,15
2029479,600,prior,5,0,15,14
2377199,600,prior,6,5,7,5
2963302,600,prior,7,0,17,9
102931,600,train,8,1,16,8
1053010,601,prior,1,2,13,
3055367,601,prior,2,1,14,6
3328782,601,prior,3,6,11,5
2084273,601,prior,4,2,12,30
2155743,601,prior,5,4,14,30
1104035,601,prior,6,1,12,4
2123152,601,prior,7,6,10,19
1242855,601,prior,8,1,13,16
1181707,601,prior,9,4,14,3
1094091,601,test,10,4,8,28
2786839,602,prior,1,2,19,
3047236,602,prior,2,5,19,10
206381,602,prior,3,1,19,10
1942842,602,prior,4,3,18,9
3114678,602,prior,5,2,19,6
922194,602,prior,6,5,18,3
2325713,602,prior,7,2,17,4
2372949,602,train,8,2,17,14
813342,603,prior,1,6,18,
1548135,603,prior,2,2,16,24
458899,603,prior,3,1,20,30
2522351,603,prior,4,5,9,30
1162449,603,prior,5,2,9,11
1220744,603,train,6,2,14,14
1960542,604,prior,1,1,8,
2288851,604,prior,2,4,11,10
2715640,604,prior,3,2,8,12
48663,604,prior,4,6,9,4
2246734,604,prior,5,2,7,10
699145,604,prior,6,4,9,9
3396172,604,prior,7,1,12,4
3050300,604,prior,8,4,10,3
1766996,604,prior,9,3,17,6
3013976,604,prior,10,0,12,4
3160648,604,prior,11,5,11,12
1416144,604,prior,12,4,9,13
2368424,604,prior,13,1,9,4
1712824,604,prior,14,0,9,27
2455698,604,prior,15,2,21,2
739589,604,prior,16,4,11,9
2352380,604,prior,17,1,12,18
815377,604,prior,18,5,15,4
1752147,604,prior,19,3,9,19
135198,604,prior,20,3,13,14
2487282,604,prior,21,2,12,20
2402776,604,prior,22,1,10,13
465448,604,prior,23,0,10,6
3132173,604,prior,24,6,15,30
939692,604,prior,25,1,14,30
955175,604,prior,26,0,13,6
2210366,604,prior,27,6,14,20
205105,604,train,28,0,12,29
1732123,605,prior,1,4,15,
2011265,605,prior,2,5,16,29
1850174,605,prior,3,3,13,12
581103,605,prior,4,6,9,17
1798572,605,prior,5,6,12,7
3733,605,train,6,1,17,30
2616876,606,prior,1,0,15,
2143336,606,prior,2,2,17,30
376397,606,prior,3,0,11,19
1785222,606,prior,4,1,9,8
2166871,606,prior,5,5,19,4
2677231,606,prior,6,3,12,5
2008710,606,prior,7,3,19,7
2934786,606,prior,8,3,12,7
1248308,606,prior,9,1,12,5
699085,606,prior,10,1,20,14
926809,606,prior,11,4,10,3
