order_id,product_id,add_to_cart_order,reordered
454,1618,33,1
454,46206,34,1
454,19057,35,1
454,23125,36,1
454,8774,37,1
454,34217,38,1
454,21002,39,0
454,46979,40,0
454,5994,41,1
454,26010,42,0
454,16710,43,0
454,48957,44,0
455,20738,1,1
455,24852,2,1
455,5991,3,0
455,14467,4,0
457,22882,1,0
457,27966,2,1
457,32566,3,1
457,32239,4,1
457,26209,5,1
457,3308,6,1
457,18523,7,1
457,14999,8,1
457,21883,9,1
457,47141,10,1
457,41273,11,1
457,9387,12,1
457,5068,13,1
457,46572,14,0
457,47862,15,1
457,39646,16,1
458,22935,1,1
458,5450,2,0
458,18479,3,0
459,36070,1,0
459,49683,2,1
459,33846,3,0
459,27435,4,1
459,42633,5,0
459,9387,6,1
459,47626,7,1
459,30756,8,0
459,43295,9,0
459,16797,10,1
459,11777,11,0
459,14320,12,1
459,22129,13,1
459,48123,14,0
459,16325,15,0
459,31553,16,0
459,34126,17,0
459,2966,18,0
459,45116,19,1
459,18891,20,0
459,41058,21,0
459,43530,22,1
459,12548,23,0
459,6631,24,1
460,39993,1,0
460,28601,2,0
460,6719,3,0
460,14705,4,0
460,41238,5,0
461,47209,1,1
461,26209,2,1
461,29315,3,1
461,32156,4,1
461,39351,5,1
461,37320,6,1
461,11821,7,1
461,723,8,0
461,46175,9,1
461,25745,10,0
461,6414,11,1
461,15638,12,0
461,22717,13,0
461,39620,14,0
461,47962,15,0
461,32133,16,0
461,1138,17,0
461,10321,18,0
461,21781,19,1
461,44925,20,0
461,38407,21,0
461,1313,22,1
461,19068,23,1
461,41065,24,0
461,19048,25,0
461,37646,26,0
461,47626,27,0
461,38889,28,1
461,40997,29,1
462,42536,1,1
462,26949,2,1
462,47766,3,1
462,21137,4,1
462,39275,5,1
462,12932,6,1
462,43961,7,1
462,16848,8,0
462,47059,9,0
462,47222,10,0
462,40396,11,0
462,40709,12,0
462,36397,13,1
463,36051,1,0
464,432,1,1
464,24852,2,1
464,28842,3,1
464,26209,4,1
464,27086,5,1
464,5025,6,1
464,20114,7,1
464,3896,8,1
464,32429,9,1
464,22210,10,1
464,22969,11,1
464,36085,12,1
464,13025,13,1
464,16508,14,1
464,27521,15,1
464,21162,16,1
464,4605,17,1
464,37221,18,0
464,44683,19,1
464,5818,20,0
464,10199,21,0
464,40078,22,0
464,9006,23,1
464,10644,24,0
464,27913,25,0
464,38984,26,1
464,22591,27,0
465,27104,1,0
465,28204,2,0
465,18232,3,0
465,18200,4,0
465,47823,5,0
466,12614,1,1
466,47766,2,1
466,35939,3,1
466,45763,4,1
466,16617,5,1
466,37664,6,1
466,34429,7,1
466,41578,8,0
466,43262,9,0
466,2966,10,1
467,32734,1,1
467,33731,2,1
467,48352,3,1
467,30489,4,1
467,49683,5,1
467,9698,6,0
467,6489,7,0
467,5517,8,0
467,47059,9,1
467,40878,10,0
467,32433,11,0
467,5959,12,1
467,39408,13,0
467,8174,14,1
467,248,15,0
467,14739,16,0
467,7413,17,0
467,3661,18,0
467,24518,19,0
467,13425,20,0
468,21616,1,1
468,28986,2,1
469,8903,1,0
469,24238,2,0
469,32569,3,0
469,39276,4,1
469,48527,5,1
469,35989,6,1
469,35221,7,1
470,14084,1,1
470,40174,2,0
470,44632,3,1
470,24561,4,0
470,16254,5,1
470,44422,6,0
470,37257,7,1
470,44728,8,1
470,46812,9,0
471,8193,1,0
471,10814,2,0
471,40585,3,0
471,16185,4,0
471,5337,5,0
471,19415,6,1
471,17835,7,0
471,35838,8,0
472,11422,1,1
472,14233,2,1
472,6182,3,1
472,27966,4,1
472,27845,5,1
472,13245,6,0
475,8467,1,1
475,24852,2,1
475,9515,3,0
475,28204,4,0
475,48205,5,0
476,11408,1,0
476,18918,2,0
476,29987,3,1
476,32655,4,0
476,2962,5,0
477,34407,1,0
477,26497,2,0
478,13755,1,1
478,37940,2,1
478,17965,3,1
478,49144,4,1
478,10145,5,0
478,12333,6,0
478,15905,7,1
479,5393,1,1
479,9020,2,1
479,46171,3,1
479,28755,4,1
479,38289,5,1
479,27817,6,1
479,41658,7,0
480,40261,1,1
480,20119,2,1
480,33791,3,1
480,24852,4,1
480,21472,5,0
480,35199,6,1
480,43967,7,0
480,40332,8,1
481,27323,1,1
481,40600,2,1
481,13536,3,1
481,1581,4,1
481,28647,5,1
482,33240,1,0
482,508,2,0
482,15177,3,0
482,8639,4,0
482,14089,5,0
482,16766,6,0
482,38164,7,1
482,36216,8,1
482,2611,9,1
482,32647,10,1
482,39468,11,1
482,31693,12,1
482,8912,13,1
482,12492,14,0
482,28851,15,1
482,28535,16,1
482,13176,17,0
482,34197,18,0
482,3840,19,0
482,39275,20,0
483,40469,1,1
483,5067,2,1
483,34921,3,1
483,32562,4,1
483,6265,5,1
483,47758,6,1
483,17675,7,1
484,12341,1,1
484,20776,2,0
484,16797,3,1
485,9558,1,1
485,23296,2,1
485,33548,3,1
485,23106,4,1
485,44156,5,1
485,46817,6,1
486,10060,1,1
486,13176,2,1
486,1463,3,1
486,22035,4,1
486,34230,5,1
486,8670,6,1
486,22935,7,1
486,10436,8,1
486,3952,9,1
487,13176,1,1
487,26915,2,1
487,47209,3,1
487,37646,4,1
487,10912,5,1
487,22211,6,1
487,27966,7,1
487,21777,8,1
487,48610,9,1
487,1373,10,1
487,32352,11,1
488,45066,1,1
488,9036,2,1
488,5876,3,1
488,26209,4,1
488,43122,5,1
488,24838,6,1
488,41565,7,1
489,6195,1,1
489,22025,2,0
489,6825,3,0
489,46676,4,1
489,15030,5,1
489,21709,6,0
490,44422,1,0
490,45965,2,0
490,29447,3,1
490,24706,4,1
490,48491,5,1
490,16797,6,1
490,32139,7,1
490,21903,8,1
490,12597,9,1
490,15630,10,0
490,47766,11,1
490,42701,12,1
490,11250,13,1
490,6348,14,1
490,44632,15,1
490,11193,16,1
490,36076,17,1
490,22025,18,1
490,17835,19,1
490,39877,20,1
490,7041,21,1
490,42625,22,0
491,35221,1,1
491,44632,2,1
491,13176,3,1
491,43961,4,1
491,5973,5,1
491,12686,6,1
491,13380,7,1
491,27737,8,0
491,28458,9,0
491,23148,10,0
491,34217,11,0
491,24195,12,1
491,6669,13,1
491,25762,14,0
491,4697,15,0
491,2999,16,0
493,1940,1,0
493,24852,2,1
493,24024,3,1
493,21137,4,1
493,27966,5,1
493,19173,6,1
493,26604,7,1
493,28928,8,1
493,19057,9,1
493,14858,10,1
493,22035,11,1
493,49273,12,1
493,26283,13,1
493,45,14,1
493,5450,15,0
493,20015,16,1
493,33731,17,1
493,25093,18,0
493,14992,19,1
493,40706,20,1
493,8424,21,1
493,21903,22,1
493,48595,23,0
493,24489,24,0
494,27730,1,1
494,40001,2,1
494,46069,3,1
494,11140,4,1
494,30494,5,1
494,43988,6,1
494,41860,7,1
494,30489,8,1
494,32486,9,0
494,45123,10,1
494,7821,11,0
494,9438,12,1
495,18860,1,1
495,8153,2,1
495,41131,3,1
496,742,1,0
496,14992,2,0
496,17461,3,1
498,20940,1,1
498,16797,2,1
498,12341,3,1
498,21288,4,1
498,20955,5,1
498,25133,6,1
498,8048,7,1
498,32455,8,1
498,21292,9,1
498,43352,10,1
498,46931,11,1
499,19450,1,0
499,26620,2,1
499,5456,3,0
499,46650,4,0
499,22935,5,1
499,24964,6,1
500,21903,1,1
500,34969,2,1
500,13517,3,1
500,17795,4,1
500,24852,5,1
501,43295,1,1
501,13176,2,1
501,23579,3,1
501,20693,4,1
501,20113,5,1
501,18352,6,1
501,7963,7,1
501,27344,8,1
501,35163,9,1
501,33000,10,1
501,3884,11,0
501,27966,12,1
501,34335,13,0
501,36702,14,0
501,42508,15,1
502,38672,1,1
502,24749,2,0
502,11827,3,1
502,45296,4,1
502,196,5,1
502,23888,6,1
502,32428,7,1
503,24024,1,0
503,39468,2,0
503,15290,3,1
503,39643,4,1
503,22935,5,1
503,21938,6,1
503,21137,7,1
503,47209,8,1
504,19894,1,0
504,2237,2,0
504,6628,3,0
504,49533,4,1
504,5025,5,0
504,15392,6,1
504,19678,7,1
504,22935,8,1
504,14540,9,1
504,17316,10,1
504,34358,11,1
504,5077,12,1
504,23130,13,1
504,21560,14,1
504,2994,15,1
504,35678,16,0
504,26242,17,0
504,3098,18,0
504,12442,19,0
504,33290,20,0
505,4724,1,1
505,16283,2,1
505,30827,3,0
505,8048,4,0
505,37687,5,0
506,32768,1,1
506,24852,2,1
506,47626,3,1
506,5818,4,1
506,35042,5,1
506,38379,6,0
506,31506,7,1
506,5025,8,1
506,42625,9,1
506,38797,10,1
506,5744,11,0
506,19691,12,0
506,4853,13,0
507,8580,1,0
507,9075,2,0
507,44051,3,0
507,1185,4,0
507,659,5,0
508,13176,1,1
508,34,2,1
508,21903,3,1
508,30406,4,1
508,4799,5,1
508,21850,6,1
508,15937,7,1
508,13031,8,1
508,34358,9,0
509,11520,1,1
509,31459,2,1
509,4579,3,0
509,29139,4,0
509,38400,5,0
509,16757,6,1
509,34190,7,1
509,38557,8,0
510,26604,1,1
510,43352,2,1
510,13176,3,1
511,40396,1,1
512,18465,1,1
512,13176,2,1
512,21137,3,1
512,6187,4,0
514,47209,1,1
514,34214,2,1
514,5449,3,1
514,7131,4,0
515,38567,1,1
515,2825,2,1
515,20011,3,1
515,40706,4,1
515,29722,5,1
515,35561,6,1
515,41066,7,1
515,11807,8,1
515,644,9,1
515,38618,10,1
515,41437,11,1
515,46069,12,1
515,44471,13,1
515,13176,14,1
515,35168,15,1
516,45,1,1
516,24852,2,1
516,20774,3,1
516,16397,4,1
516,7925,5,1
516,34407,6,0
516,32784,7,0
516,19800,8,0
516,11461,9,0
516,29553,10,0
518,47766,1,1
518,42585,2,1
518,39013,3,1
518,45007,4,1
518,13176,5,1
518,38609,6,0
518,17794,7,0
518,8193,8,1
519,21137,1,1
519,45066,2,0
520,16521,1,1
520,27086,2,1
520,39180,3,1
520,43192,4,1
520,24846,5,1
520,16262,6,0
520,35383,7,0
520,22537,8,0
520,19451,9,1
521,13874,1,1
521,40723,2,1
521,48637,3,1
521,41570,4,0
521,23537,5,0
521,43920,6,0
521,22627,7,0
521,21137,8,1
521,17038,9,0
521,19660,10,1
522,32611,1,1
522,31130,2,0
522,13292,3,1
522,30489,4,1
522,17706,5,0
522,26209,6,1
522,34126,7,1
522,24852,8,1
522,41950,9,1
522,10251,10,0
522,25340,11,1
522,1862,12,1
522,46676,13,1
522,2344,14,0
522,25837,15,0
522,35939,16,0
522,24184,17,0
522,30391,18,0
522,45200,19,0
522,31444,20,0
523,38689,1,1
523,25133,2,1
523,18234,3,1
524,7926,1,0
524,38051,2,0
524,1938,3,0
524,38689,4,0
524,34993,5,0
524,17183,6,0
525,5025,1,0
525,3631,2,1
525,47503,3,0
525,48679,4,1
525,22900,5,0
525,31506,6,1
525,21616,7,1
525,27930,8,1
525,47630,9,1
525,40706,10,1
526,38241,1,1
526,33548,2,1
526,46817,3,1
526,9387,4,1
526,12302,5,1
526,47977,6,1
526,36316,7,1
526,1831,8,1
526,27275,9,1
526,32553,10,1
526,23085,11,1
526,30353,12,1
526,1940,13,1
526,22489,14,1
526,46041,15,0
526,12191,16,1
526,1752,17,0
526,33397,18,1
527,35147,1,1
527,49235,2,1
527,15074,3,0
527,13852,4,1
527,6765,5,0
527,12980,6,0
527,37825,7,0
527,21903,8,1
527,35939,9,0
527,24799,10,0
527,8309,11,0
527,17461,12,0
527,41593,13,0
528,46785,1,0
528,40897,2,1
528,22182,3,1
528,44799,4,1
529,41844,1,0
529,43263,2,0
529,40212,3,1
529,31433,4,0
529,37066,5,0
529,33819,6,0
529,16464,7,0
529,6348,8,0
529,36058,9,0
529,33351,10,0
529,1069,11,0
529,26040,12,1
529,27730,13,1
529,24852,14,1
529,10492,15,0
529,40338,16,0
529,18811,17,0
529,17872,18,1
529,32299,19,0
529,43076,20,0
529,28384,21,0
529,4006,22,0
529,4656,23,1
529,16953,24,0
529,35909,25,1
530,3957,1,1
530,25371,2,1
531,32911,1,0
531,17429,2,0
531,1359,3,0
531,46962,4,0
531,38903,5,0
532,46665,1,0
532,33198,2,1
532,48857,3,1
532,42817,4,1
533,47766,1,1
533,8277,2,1
533,21903,3,0
533,41220,4,1
533,21137,5,1
533,44819,6,0
534,43379,1,0
535,29642,1,1
535,31500,2,1
535,19189,3,0
535,35315,4,0
535,45004,5,1
536,2078,1,0
536,5785,2,0
536,7781,3,0
536,6297,4,0
536,23375,5,0
536,19057,6,0
536,36724,7,0
536,18370,8,0
537,1511,1,1
537,33120,2,1
537,21137,3,1
537,9076,4,1
537,21955,5,1
537,41844,6,0
537,19057,7,1
538,39947,1,1
538,44632,2,1
538,5876,3,1
538,18918,4,1
538,24489,5,1
538,21828,6,1
538,4461,7,0
538,31338,8,1
538,44120,9,0
539,35951,1,1
539,39190,2,1
539,48846,3,1
539,13740,4,1
539,5194,5,1
539,47521,6,1
539,24852,7,1
539,22220,8,1
539,24157,9,1
539,12154,10,1
539,38527,11,1
539,24841,12,1
539,41793,13,1
539,46229,14,1
539,17974,15,1
539,36537,16,1
539,38256,17,1
539,2067,18,1
539,19115,19,1
539,25340,20,1
539,28204,21,0
539,35708,22,0
539,47717,23,1
539,10551,24,0
539,14627,25,0
539,39322,26,0
540,5067,1,1
540,32478,2,1
541,11365,1,1
541,16797,2,0
541,43352,3,1
542,14650,1,1
542,21543,2,1
542,13176,3,1
542,8667,4,1
543,27323,1,0
543,7819,2,0
543,7644,3,0
544,26768,1,1
544,35734,2,0
544,7401,3,0
544,13212,4,0
544,43295,5,1
544,35921,6,0
544,28769,7,1
544,5025,8,0
544,95,9,0
544,31506,10,1
544,21903,11,1
544,19057,12,1
544,39928,13,1
544,24852,14,1
544,1999,15,0
544,24964,16,1
544,17794,17,1
544,28842,18,1
544,18479,19,1
544,45007,20,1
544,40706,21,1
544,17948,22,1
544,2094,23,0
545,34668,1,0
545,17487,2,0
546,2716,1,1
546,45210,2,1
546,48726,3,1
546,48946,4,0
546,44632,5,1
546,21709,6,1
546,37276,7,1
546,44165,8,1
546,12033,9,1
546,31126,10,1
546,43165,11,1
546,28353,12,1
546,22164,13,1
546,25948,14,1
546,31886,15,1
546,38164,16,1
546,3398,17,1
546,13898,18,1
546,33716,19,1
546,35708,20,1
546,7139,21,1
546,46616,22,1
546,29077,23,1
546,23017,24,1
546,34668,25,1
546,29607,26,0
546,1463,27,1
546,27086,28,1
546,27247,29,1
546,25225,30,0
546,47621,31,1
547,43221,1,1
547,7017,2,1
547,3374,3,1
547,22556,4,0
547,10619,5,0
547,5782,6,1
547,27578,7,1
547,44594,8,1
547,30889,9,1
547,43772,10,1
547,44487,11,1
547,49060,12,1
547,10851,13,1
547,37619,14,1
548,20448,1,0
549,4142,1,1
549,30985,2,1
549,24891,3,1
549,44389,4,1
549,4586,5,1
549,23375,6,1
549,20082,7,1
549,26209,8,1
549,36651,9,1
549,31553,10,0
549,4421,11,1
549,12456,12,1
549,2452,13,1
549,17789,14,1
549,3628,15,1
549,22369,16,0
549,25499,17,0
549,37975,18,0
549,48554,19,0
549,42069,20,0
549,26790,21,0
549,47167,22,0
549,31504,23,0
549,4812,24,0
549,21162,25,0
549,34745,26,0
549,31657,27,0
549,46352,28,0
549,43788,29,0
549,40982,30,0
549,12591,31,0
549,16466,32,0
549,21806,33,0
549,11212,34,0
549,44557,35,0
549,436,36,0
550,8048,1,1
550,22507,2,1
551,24852,1,1
551,43662,2,1
551,8309,3,1
551,30489,4,1
551,8277,5,1
551,28465,6,1
551,30795,7,0
551,47630,8,0
552,4091,1,1
552,33452,2,1
552,37011,3,0
552,5268,4,1
553,6948,1,1
553,22035,2,1
553,8467,3,1
553,28427,4,1
553,17419,5,1
553,2855,6,1
553,5876,7,1
553,40724,8,1
554,10032,1,1
554,31981,2,1
554,32141,3,0
554,129,4,1
555,14992,1,1
555,38689,2,1
555,16185,3,1
555,47766,4,1
555,42828,5,1
555,29574,6,1
555,41787,7,1
555,47788,8,1
555,46979,9,1
555,47626,10,1
556,29616,1,1
556,46853,2,0
557,8859,1,1
557,37158,2,1
557,13176,3,1
557,30489,4,1
557,36397,5,1
557,40063,6,1
557,27554,7,0
557,21162,8,1
557,7781,9,1
557,39877,10,1
557,3818,11,0
557,39475,12,1
557,5902,13,1
557,31343,14,0
557,13838,15,0
557,14084,16,0
557,35461,17,0
557,30277,18,0
557,40632,19,0
557,24928,20,0
557,31634,21,1
557,42536,22,0
557,19046,23,1
557,5134,24,0
557,5785,25,0
557,5876,26,1
557,21137,27,0
557,49215,28,0
557,26317,29,0
558,21903,1,0
558,21616,2,1
558,47144,3,0
559,14992,1,1
559,37646,2,1
559,24221,3,1
559,24390,4,1
559,21938,5,1
559,34969,6,1
559,22170,7,0
559,27104,8,1
559,13629,9,1
559,7519,10,0
559,38837,11,1
559,44612,12,1
560,46802,1,0
560,24852,2,0
560,27521,3,0
560,22276,4,0
560,6287,5,0
560,48017,6,0
560,24964,7,0
560,17794,8,0
561,38544,1,1
561,47209,2,1
561,24852,3,0
561,42356,4,1
561,14867,5,1
561,27573,6,0
561,48182,7,0
561,17021,8,0
561,25824,9,0
561,42265,10,0
562,24489,1,1
562,25890,2,0
562,41220,3,1
562,44142,4,0
562,28204,5,1
562,30489,6,1
562,43961,7,1
562,27730,8,1
562,24852,9,1
562,19449,10,1
562,42828,11,1
562,34969,12,1
562,39561,13,1
562,3682,14,1
563,21137,1,0
563,31915,2,0
563,35503,3,0
563,6948,4,0
563,18418,5,0
563,34012,6,0
563,12941,7,0
563,19272,8,0
563,24253,9,0
563,47166,10,0
563,7773,11,0
563,18814,12,0
563,14947,13,0
564,24097,1,1
564,45211,2,0
564,6348,3,1
564,38016,4,1
564,32627,5,1
564,9172,6,1
564,39264,7,0
564,12962,8,1
565,43129,1,1
565,31506,2,1
565,36011,3,1
565,24852,4,1
565,21267,5,1
565,24964,6,1
565,43768,7,0
565,5373,8,1
565,8671,9,1
565,7175,10,0
565,5746,11,1
565,14992,12,1
565,46667,13,1
565,42736,14,1
566,32851,1,1
566,37238,2,1
566,44142,3,1
566,33065,4,1
566,4297,5,0
566,33827,6,0
566,17795,7,1
566,13553,8,0
566,7901,9,0
566,4933,10,0
566,32299,11,0
566,21019,12,1
567,40706,1,1
567,48205,2,0
567,18564,3,0
567,35221,4,0
568,26348,1,1
568,21572,2,1
568,6184,3,1
568,32455,4,1
568,11759,5,1
568,769,6,1
569,9070,1,1
569,46321,2,1
569,46087,3,1
569,39928,4,1
569,37496,5,1
570,2579,1,1
570,9739,2,0
570,24964,3,1
570,6182,4,1
570,28928,5,1
570,30639,6,1
570,23695,7,1
570,34824,8,1
570,44008,9,1
570,39560,10,1
570,9038,11,1
570,47209,12,1
570,2081,13,0
570,17745,14,0
570,8022,15,1
570,44698,16,0
570,18090,17,0
570,8518,18,1
570,47734,19,1
570,15261,20,0
570,34012,21,1
570,46720,22,0
570,18880,23,0
570,32689,24,1
570,19154,25,1
571,47977,1,1
571,49520,2,1
571,45190,3,1
571,31377,4,1
572,19966,1,1
572,38834,2,0
572,9124,3,0
572,28431,4,0
572,22035,5,0
572,47119,6,0
572,6459,7,1
572,4392,8,0
573,32110,1,0
573,39468,2,0
573,35420,3,1
573,13176,4,1
573,46979,5,1
573,27177,6,0
573,21903,7,1
573,11688,8,1
573,11193,9,1
573,27695,10,0
573,22950,11,0
574,13176,1,0
574,35221,2,1
574,27030,3,1
574,45633,4,1
574,19057,5,1
574,2391,6,1
574,26369,7,1
574,20738,8,1
574,11030,9,1
574,11576,10,1
574,27344,11,1
575,44116,1,1
575,47766,2,1
575,33198,3,1
575,39041,4,1
575,29921,5,1
575,42625,6,1
575,24850,7,1
575,7615,8,1
575,32023,9,1
575,38395,10,1
575,26698,11,1
575,11568,12,1
575,1138,13,1
575,15937,14,1
575,10092,15,0
575,35970,16,0
575,48705,17,1
575,6177,18,0
575,20578,19,0
575,38044,20,1
575,38236,21,1
575,17328,22,1
575,36695,23,0
575,27796,24,0
575,13834,25,1
576,39275,1,1
576,651,2,1
576,7862,3,1
577,42959,1,0
577,21841,2,0
577,3510,3,1
577,42460,4,1
577,17708,5,1
577,24649,6,1
577,22963,7,0
577,10851,8,1
577,43583,9,0
577,37203,10,1
577,20590,11,1
578,20842,1,1
578,10163,2,1
578,45866,3,1
578,10749,4,1
578,35958,5,1
578,18670,6,1
578,10724,7,1
578,26209,8,0
578,29801,9,0
578,48464,10,1
578,17948,11,0
578,27966,12,0
578,33055,13,0
578,13380,14,1
578,8848,15,0
578,35163,16,0
578,10337,17,0
578,42265,18,0
578,44359,19,0
578,8174,20,0
578,38456,21,1
578,1819,22,0
578,46281,23,0
578,26604,24,0
578,21405,25,0
579,20561,1,1
579,41844,2,1
579,14168,3,0
579,12945,4,1
579,20467,5,0
579,46175,6,0
579,34534,7,0
579,38341,8,0
580,37886,1,0
580,38763,2,0
580,37096,3,0
580,12260,4,0
580,38067,5,0
580,39365,6,0
580,27398,7,0
581,2210,1,1
581,13176,2,1
581,10070,3,0
581,32689,4,1
581,39928,5,0
581,24184,6,0
581,19816,7,0
581,19019,8,0
581,22963,9,0
582,21903,1,1
582,9076,2,1
582,28985,3,1
582,29142,4,0
582,17872,5,1
582,25890,6,1
582,33120,7,1
582,21543,8,0
582,26128,9,0
582,24082,10,1
582,34584,11,0
582,39275,12,1
582,47492,13,0
582,45,14,0
582,22124,15,0
582,4957,16,0
582,33787,17,0
582,33754,18,0
582,31663,19,0
582,1540,20,0
582,39430,21,0
582,47626,22,0
583,5785,1,1
583,40910,2,1
583,11039,3,1
583,40571,4,1
583,31907,5,1
583,18616,6,0
583,12916,7,1
583,4605,8,1
583,2064,9,0
583,31236,10,1
583,27086,11,1
584,46346,1,0
584,39180,2,0
584,30849,3,0
584,17833,4,1
584,24852,5,1
584,37524,6,0
584,47209,7,1
584,22713,8,0
584,28993,9,1
584,40604,10,0
584,248,11,0
584,7762,12,1
584,42828,13,0
584,47144,14,0
584,25199,15,0
584,4656,16,0
584,32839,17,0
584,10912,18,0
584,34622,19,0
584,33606,20,0
584,13535,21,0
584,23734,22,0
585,34459,1,0
585,35234,2,0
585,3880,3,1
585,712,4,0
585,47114,5,0
585,3847,6,0
585,16797,7,1
585,25461,8,0
586,31338,1,0
586,9608,2,0
586,49610,3,1
586,27744,4,1
586,35951,5,1
586,47229,6,1
586,24852,7,1
586,14161,8,1
586,5450,9,1
586,41787,10,1
587,9766,1,1
587,46709,2,1
587,46900,3,1
587,8230,4,1
587,7700,5,1
587,19731,6,1
588,25890,1,1
588,44424,2,0
588,28985,3,1
588,21903,4,1
588,29662,5,0
588,13802,6,0
588,21280,7,0
588,18441,8,1
588,10960,9,0
588,24852,10,1
588,25659,11,1
588,24952,12,0
588,46979,13,1
589,37646,1,1
589,3952,2,1
589,25466,3,0
589,14233,4,0
590,22935,1,1
591,20383,1,0
591,30909,2,0
591,40709,3,0
591,6489,4,0
591,46802,5,0
591,1158,6,0
591,24838,7,1
591,14579,8,0
591,28156,9,0
591,27325,10,1
591,9047,11,0
591,16528,12,0
592,45788,1,1
592,24852,2,1
592,48697,3,0
592,31506,4,0
592,49416,5,0
592,23288,6,0
592,12409,7,0
592,16521,8,0
592,7054,9,0
592,16797,10,0
592,42768,11,0
592,26751,12,0
593,6813,1,1
593,432,2,1
593,36955,3,1
593,40332,4,1
593,2966,5,1
593,34640,6,0
593,14197,7,0
593,8670,8,0
593,43565,9,0
593,9076,10,0
594,13176,1,1
594,27413,2,1
594,24288,3,1
594,27966,4,1
594,5876,5,1
594,48219,6,1
594,20734,7,1
594,31504,8,0
594,1890,9,1
594,2078,10,0
594,37866,11,0
594,44233,12,0
594,49044,13,1
594,21295,14,1
594,43768,15,1
594,2099,16,0
594,24129,17,0
594,41064,18,1
594,41620,19,0
594,23734,20,0
594,16291,21,0
594,17160,22,0
594,4812,23,0
594,12254,24,0
594,28050,25,0
595,30027,1,1
595,44144,2,1
595,22713,3,1
595,40852,4,1
595,19508,5,1
595,8996,6,1
595,4476,7,1
595,24184,8,1
595,26209,9,1
595,15591,10,0
596,13544,1,1
596,20995,2,1
596,15325,3,1
596,14668,4,1
596,21137,5,0
596,40706,6,0
597,44829,1,1
597,21137,2,1
597,37288,3,1
597,37141,4,1
597,4942,5,1
597,5303,6,1
597,36724,7,1
597,38159,8,1
597,260,9,1
598,31263,1,0
598,49683,2,1
598,23785,3,1
598,48205,4,1
598,26604,5,1
598,16797,6,0
598,13834,7,0
598,32360,8,0
598,24637,9,0
598,260,10,1
598,11456,11,0
599,1408,1,1
599,40338,2,1
599,17601,3,1
599,21288,4,0
599,8424,5,0
599,32330,6,0
599,11869,7,1
600,18637,1,0
600,47946,2,0
600,939,3,0
600,27178,4,0
600,22340,5,0
600,46616,6,0
600,11996,7,0
600,29689,8,0
600,33990,9,0
600,8324,10,0
600,2144,11,0
601,5077,1,0
601,49131,2,0
601,18465,3,0
601,9808,4,0
601,31766,5,0
601,17630,6,0
601,39275,7,0
601,895,8,0
601,39578,9,0
601,33787,10,0
601,4957,11,0
601,26790,12,0
601,45066,13,0
601,1896,14,0
601,42265,15,0
601,30489,16,0
601,36256,17,0
601,22825,18,0
601,25072,19,0
601,25890,20,0
601,14643,21,0
601,9339,22,0
601,17200,23,0
601,5785,24,0
601,42383,25,0
602,14992,1,1
602,47766,2,1
602,24852,3,1
602,10831,4,1
602,27845,5,1
602,31371,6,1
602,45763,7,1
602,45066,8,1
602,25890,9,1
602,5479,10,0
602,16797,11,1
602,2611,12,1
602,162,13,0
602,22035,14,0
602,39877,15,0
603,22298,1,1
603,5550,2,1
603,1819,3,1
603,13176,4,1
603,28199,5,1
603,21847,6,1
603,48437,7,1
603,37220,8,0
603,2581,9,1
603,21543,10,1
603,22963,11,1
603,39781,12,0
603,12258,13,0
603,40174,14,0
603,30839,15,1
603,41844,16,1
603,9871,17,1
603,48775,18,1
603,651,19,1
603,21903,20,1
603,39275,21,1
603,5130,22,1
603,43768,23,1
603,42265,24,1
603,41658,25,1
603,33316,26,1
603,47209,27,1
603,22825,28,1
603,44560,29,1
605,9337,1,0
605,26675,2,0
606,13176,1,1
606,43122,2,1
606,8277,3,1
606,33768,4,1
606,19048,5,1
606,22935,6,1
606,15290,7,1
606,8193,8,0
606,2361,9,0
606,47388,10,1
606,48205,11,0
607,34165,1,0
607,39719,2,0
607,46138,3,0
607,46251,4,0
608,44949,1,1
608,9839,2,1
608,12357,3,1
608,24852,4,1
608,33120,5,1
608,32360,6,1
608,45,7,0
608,39984,8,1
608,38273,9,1
608,35887,10,1
608,48094,11,0
608,15074,12,1
608,42307,13,1
608,41220,14,1
608,22035,15,1
608,11790,16,1
608,3098,17,0
608,42010,18,0
608,49075,19,0
608,43712,20,0
609,22935,1,0
609,44449,2,0
609,25890,3,1
609,24160,4,0
609,43888,5,0
609,4163,6,0
609,30967,7,0
610,39180,1,1
610,6489,2,1
610,14332,3,1
610,7806,4,1
611,5793,1,1
611,35849,2,1
611,30073,3,1
611,43049,4,1
611,30960,5,1
611,24716,6,1
611,20682,7,1
611,24053,8,1
611,20772,9,1
612,35948,1,0
612,44661,2,1
612,31572,3,1
612,29594,4,1
612,15074,5,1
612,14332,6,0
612,24024,7,1
612,29487,8,1
612,15386,9,1
612,26209,10,1
612,8555,11,1
613,2099,1,1
613,24764,2,0
613,25134,3,0
613,7969,4,0
613,30305,5,1
613,10492,6,0
613,44014,7,0
613,48871,8,0
613,16823,9,0
613,23687,10,1
613,19162,11,0
613,18339,12,0
613,11461,13,0
613,705,14,0
613,18849,15,0
613,35042,16,0
613,44683,17,1
614,39190,1,1
614,13603,2,1
614,13176,3,1
615,24242,1,1
615,32689,2,1
615,5652,3,1
615,43234,4,1
615,10246,5,1
615,14358,6,1
615,21137,7,1
615,41950,8,1
