order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,order_status,payment_status,order_timestamp,total_amount
991252,118,prior,10,1,14,12,DELIVERED,PAID,54:31.2,1306.46
933246,118,prior,11,5,12,11,PLACED,FAILED,54:31.2,2129.76
2538927,118,prior,12,1,9,10,CANCELLED,FAILED,54:31.2,632.75
2982428,118,prior,13,1,10,7,CANCELLED,PAID,54:31.2,1347.83
2365876,118,prior,14,1,8,14,CANCELLED,REFUNDED,54:31.2,1407.74
239491,118,prior,15,4,9,3,PLACED,PAID,54:31.2,1076.06
2375700,118,prior,16,1,8,18,CANCELLED,PAID,54:31.2,1535.5
3337304,118,prior,17,5,12,4,DELIVERED,REFUNDED,54:31.2,1575.68
1423422,118,prior,18,1,9,17,CANCELLED,REFUNDED,54:31.2,2490.15
2946645,118,prior,19,1,8,7,DELIVERED,PAID,54:31.2,2194.33
2827335,118,prior,20,2,12,29,PLACED,FAILED,54:31.2,1968.34
3177227,118,prior,21,1,11,6,PLACED,FAILED,54:31.2,1713.41
1245530,118,prior,22,1,9,7,CANCELLED,REFUNDED,54:31.2,1853.57
597448,118,prior,23,2,9,22,DELIVERED,FAILED,54:31.2,1994.07
2690698,118,prior,24,5,9,17,CANCELLED,REFUNDED,54:31.2,2397.89
267575,118,prior,25,2,7,18,PLACED,FAILED,54:31.2,189.87
198257,118,prior,26,3,9,15,DELIVERED,PAID,54:31.2,1597.81
753212,118,prior,27,1,8,19,CANCELLED,REFUNDED,54:31.2,2083.22
1248129,118,train,28,1,7,30,DELIVERED,REFUNDED,54:31.2,2375.63
2268469,119,prior,1,6,13,,PLACED,PAID,54:31.2,2185.49
123124,119,prior,2,0,10,8,DELIVERED,PAID,54:31.2,224.05
1776217,119,prior,3,3,14,17,DELIVERED,FAILED,54:31.2,1768.65
461193,119,train,4,0,14,30,CANCELLED,PAID,54:31.2,269.22
520620,120,prior,1,3,11,,CANCELLED,REFUNDED,54:31.2,2170.91
906054,120,prior,2,4,7,15,PLACED,PAID,54:31.2,1969.49
3273029,120,prior,3,2,8,19,DELIVERED,PAID,54:31.2,1101.3
961032,120,train,4,2,9,30,PLACED,REFUNDED,54:31.2,308.46
472106,121,prior,1,0,9,,DELIVERED,REFUNDED,54:31.2,1486.98
484983,121,prior,2,5,20,5,PLACED,FAILED,54:31.2,676.75
1239400,121,prior,3,1,16,30,PLACED,FAILED,54:31.2,208.54
1135686,121,prior,4,6,8,26,PLACED,REFUNDED,54:31.2,659.18
2410237,121,prior,5,2,15,10,CANCELLED,FAILED,54:31.2,1129.25
542018,121,prior,6,3,16,15,CANCELLED,PAID,54:31.2,1194.48
3367490,121,prior,7,1,14,30,DELIVERED,PAID,54:31.2,1391.59
1198282,121,prior,8,1,7,21,PLACED,FAILED,54:31.2,1267.86
1471550,121,prior,9,0,10,30,CANCELLED,REFUNDED,54:31.2,1621.19
2929824,121,prior,10,3,16,17,CANCELLED,PAID,54:31.2,2345.21
2652217,121,train,11,3,6,21,PLACED,REFUNDED,54:31.2,904.6
2471114,122,prior,1,6,16,,DELIVERED,PAID,54:31.2,253.79
2424388,122,prior,2,5,19,6,CANCELLED,FAILED,54:31.2,1689.39
2661952,122,prior,3,6,12,1,PLACED,PAID,54:31.2,746.4
3264447,122,prior,4,5,19,13,CANCELLED,FAILED,54:31.2,1603.82
1275930,122,prior,5,3,22,5,DELIVERED,PAID,54:31.2,2270.06
1010324,122,prior,6,5,16,2,DELIVERED,PAID,54:31.2,1529.72
1053311,122,prior,7,5,17,0,DELIVERED,PAID,54:31.2,568.7
2150851,122,prior,8,6,20,1,DELIVERED,REFUNDED,54:31.2,812.09
1802433,122,prior,9,5,0,6,CANCELLED,REFUNDED,54:31.2,267.56
1869011,122,prior,10,5,14,0,CANCELLED,PAID,54:31.2,2482.7
2661036,122,prior,11,6,19,8,DELIVERED,PAID,54:31.2,153.06
2887923,122,prior,12,0,18,1,DELIVERED,FAILED,54:31.2,2420.29
3267671,122,prior,13,3,20,3,PLACED,FAILED,54:31.2,837.9
2456894,122,prior,14,6,21,10,CANCELLED,FAILED,54:31.2,1746.16
3058818,122,prior,15,3,18,4,PLACED,PAID,54:31.2,1947.8
1040862,122,prior,16,0,2,4,CANCELLED,PAID,54:31.2,870.21
1521844,122,prior,17,3,11,3,CANCELLED,PAID,54:31.2,1387.49
2646970,122,prior,18,4,10,8,DELIVERED,FAILED,54:31.2,166.57
3325402,122,prior,19,4,0,28,DELIVERED,REFUNDED,54:31.2,1050.49
829667,122,prior,20,5,16,8,DELIVERED,FAILED,54:31.2,2081.63
1795037,122,prior,21,6,20,1,CANCELLED,PAID,54:31.2,2228.68
3242045,122,prior,22,4,4,5,DELIVERED,REFUNDED,54:31.2,1103.19
1330087,122,prior,23,5,18,8,DELIVERED,FAILED,54:31.2,153.58
1078221,122,prior,24,6,20,22,PLACED,PAID,54:31.2,2380.9
3171246,122,prior,25,3,13,18,DELIVERED,REFUNDED,54:31.2,950.98
2300049,122,prior,26,0,13,4,CANCELLED,FAILED,54:31.2,567.62
2764263,122,prior,27,1,14,29,PLACED,FAILED,54:31.2,279.02
1200312,122,prior,28,3,20,2,PLACED,FAILED,54:31.2,2450.16
3024894,122,prior,29,4,13,22,DELIVERED,FAILED,54:31.2,2381.99
1626588,122,test,30,6,17,30,PLACED,REFUNDED,54:31.2,269.3
1295374,123,prior,1,0,20,,PLACED,REFUNDED,54:31.2,323.65
3195364,123,prior,2,0,9,30,PLACED,FAILED,54:31.2,562.63
1186542,123,prior,3,3,20,30,PLACED,FAILED,54:31.2,2495.39
610689,123,prior,4,0,12,30,PLACED,FAILED,54:31.2,981.85
480866,123,prior,5,4,12,30,CANCELLED,FAILED,54:31.2,2450.16
334645,123,prior,6,2,17,19,CANCELLED,REFUNDED,54:31.2,1652.24
495419,123,prior,7,0,13,30,DELIVERED,PAID,54:31.2,2208.25
319358,123,prior,8,4,20,11,DELIVERED,FAILED,54:31.2,1452.7
2362500,123,prior,9,4,20,7,CANCELLED,PAID,54:31.2,1157.42
1906256,123,prior,10,0,11,17,CANCELLED,FAILED,54:31.2,1631.38
1721370,123,train,11,0,11,0,PLACED,PAID,54:31.2,1549.28
1318740,124,prior,1,0,22,,CANCELLED,REFUNDED,54:31.2,713.61
490161,124,prior,2,2,10,30,DELIVERED,REFUNDED,54:31.2,820.88
2638175,124,prior,3,1,10,6,CANCELLED,PAID,54:31.2,436.03
1660930,124,prior,4,1,10,7,PLACED,FAILED,54:31.2,1264.05
1923886,124,prior,5,1,8,7,DELIVERED,REFUNDED,54:31.2,1908.17
3051829,124,prior,6,1,9,21,DELIVERED,FAILED,54:31.2,1974.92
3014528,124,prior,7,1,8,21,PLACED,REFUNDED,54:31.2,732.1
2776620,124,prior,8,1,8,14,PLACED,FAILED,54:31.2,1816.04
2733614,124,train,9,1,8,21,PLACED,FAILED,54:31.2,1378.83
1862783,125,prior,1,3,11,,DELIVERED,FAILED,54:31.2,659.7
2252217,125,prior,2,6,9,10,PLACED,REFUNDED,54:31.2,1747.68
1007668,125,prior,3,4,9,12,DELIVERED,FAILED,54:31.2,987.01
2679779,125,prior,4,5,7,30,DELIVERED,FAILED,54:31.2,1740.36
450446,125,prior,5,6,6,8,CANCELLED,FAILED,54:31.2,1993.06
138463,125,prior,6,6,14,14,PLACED,FAILED,54:31.2,394.62
1120875,125,prior,7,6,12,7,CANCELLED,FAILED,54:31.2,1608.87
1156921,125,prior,8,1,8,16,PLACED,FAILED,54:31.2,2412.98
225127,125,prior,9,0,11,13,DELIVERED,FAILED,54:31.2,1782.19
2431126,125,prior,10,0,9,7,CANCELLED,REFUNDED,54:31.2,674.05
2815527,125,prior,11,0,11,7,PLACED,FAILED,54:31.2,1470.27
3283870,125,prior,12,2,12,9,PLACED,REFUNDED,54:31.2,2324.39
3060658,125,prior,13,4,16,9,DELIVERED,FAILED,54:31.2,185.58
1543042,125,train,14,1,19,11,DELIVERED,REFUNDED,54:31.2,1632.75
1747819,126,prior,1,6,11,,PLACED,FAILED,54:31.2,533.24
1020546,126,prior,2,1,17,30,CANCELLED,PAID,54:31.2,1867.14
1480579,126,prior,3,0,10,30,PLACED,REFUNDED,54:31.2,2374.88
1537356,126,prior,4,6,11,30,CANCELLED,REFUNDED,54:31.2,1061.76
1107715,126,prior,5,6,14,21,DELIVERED,FAILED,54:31.2,1403.91
1879545,126,prior,6,0,8,30,CANCELLED,FAILED,54:31.2,1217.09
2117732,126,prior,7,0,13,30,CANCELLED,REFUNDED,54:31.2,2215.07
33119,126,prior,8,0,12,7,CANCELLED,REFUNDED,54:31.2,333.72
2452141,126,prior,9,0,10,28,DELIVERED,FAILED,54:31.2,652.08
32138,126,prior,10,0,15,21,CANCELLED,FAILED,54:31.2,1622.77
36863,126,test,11,0,10,14,DELIVERED,FAILED,54:31.2,1344.3
1308139,127,prior,1,1,11,,DELIVERED,REFUNDED,54:31.2,640.18
1603251,127,prior,2,6,19,12,DELIVERED,REFUNDED,54:31.2,1649.82
1552720,127,prior,3,1,18,9,CANCELLED,PAID,54:31.2,1830.55
1795614,127,prior,4,0,10,20,CANCELLED,PAID,54:31.2,1917.46
1564919,127,prior,5,1,20,8,PLACED,FAILED,54:31.2,2466.07
1902378,127,prior,6,0,17,6,PLACED,PAID,54:31.2,746.72
1220721,127,prior,7,3,19,10,DELIVERED,PAID,54:31.2,2105.88
3405938,127,prior,8,3,19,7,DELIVERED,REFUNDED,54:31.2,1099.28
2550153,127,prior,9,3,20,7,CANCELLED,REFUNDED,54:31.2,1311.78
1916882,127,prior,10,0,11,18,CANCELLED,REFUNDED,54:31.2,1936.62
2959300,127,prior,11,0,20,7,PLACED,FAILED,54:31.2,2258.5
986125,127,prior,12,0,13,7,CANCELLED,REFUNDED,54:31.2,1477.33
1626985,127,prior,13,3,20,10,CANCELLED,PAID,54:31.2,554.78
1992222,127,prior,14,3,19,21,DELIVERED,PAID,54:31.2,1484.71
2842375,127,prior,15,3,19,14,CANCELLED,REFUNDED,54:31.2,2414.18
886256,127,prior,16,0,19,30,CANCELLED,FAILED,54:31.2,1854.55
1964699,127,prior,17,6,10,6,PLACED,PAID,54:31.2,359.74
969538,127,test,18,2,18,30,CANCELLED,REFUNDED,54:31.2,1234.18
1829768,128,prior,1,0,7,,CANCELLED,FAILED,54:31.2,2196.09
288174,128,prior,2,6,12,30,PLACED,FAILED,54:31.2,1447.27
2519124,128,prior,3,3,18,18,DELIVERED,FAILED,54:31.2,575.77
2559357,128,prior,4,0,19,18,PLACED,FAILED,54:31.2,2390.79
2402501,128,prior,5,1,20,1,CANCELLED,FAILED,54:31.2,464.44
2999897,128,prior,6,0,15,30,PLACED,FAILED,54:31.2,271.7
3098585,128,prior,7,5,19,5,DELIVERED,PAID,54:31.2,790.75
186826,128,prior,8,1,13,30,PLACED,REFUNDED,54:31.2,2180.84
3382475,128,prior,9,0,18,30,CANCELLED,PAID,54:31.2,1446.88
1905981,128,prior,10,6,9,13,PLACED,REFUNDED,54:31.2,1822.01
2790818,128,prior,11,0,20,1,DELIVERED,FAILED,54:31.2,384.32
1095948,128,train,12,4,16,4,PLACED,PAID,54:31.2,553.2
1362636,129,prior,1,1,19,,CANCELLED,PAID,54:31.2,1466.79
3203486,129,prior,2,2,15,1,CANCELLED,REFUNDED,54:31.2,933.83
1579752,129,prior,3,2,16,7,DELIVERED,PAID,54:31.2,377.42
491636,129,prior,4,1,18,13,CANCELLED,FAILED,54:31.2,2354.27
2609568,129,prior,5,1,18,30,PLACED,PAID,54:31.2,661.2
341706,129,prior,6,4,18,3,CANCELLED,FAILED,54:31.2,1477.96
732734,129,prior,7,1,19,4,PLACED,REFUNDED,54:31.2,1029.11
584267,129,prior,8,4,18,3,PLACED,REFUNDED,54:31.2,1833.06
59226,129,prior,9,0,18,3,DELIVERED,REFUNDED,54:31.2,256.33
572034,129,prior,10,3,17,10,CANCELLED,FAILED,54:31.2,759.19
1019891,129,prior,11,4,16,1,DELIVERED,PAID,54:31.2,1591.51
688716,129,test,12,3,13,30,DELIVERED,REFUNDED,54:31.2,1176.03
1124555,130,prior,1,5,13,,PLACED,PAID,54:31.2,1286.54
319917,130,prior,2,5,12,30,DELIVERED,FAILED,54:31.2,999.59
2111339,130,prior,3,5,12,30,DELIVERED,FAILED,54:31.2,1412.83
2437480,130,train,4,3,12,12,DELIVERED,FAILED,54:31.2,843.42
159796,131,prior,1,3,14,,CANCELLED,PAID,54:31.2,2042.94
2870337,131,prior,2,3,10,30,PLACED,PAID,54:31.2,1457.13
47897,131,prior,3,6,8,10,DELIVERED,FAILED,54:31.2,641.38
690515,131,prior,4,0,13,22,CANCELLED,FAILED,54:31.2,1111.68
1332290,131,prior,5,2,11,16,CANCELLED,REFUNDED,54:31.2,590.76
122158,131,prior,6,6,9,11,PLACED,FAILED,54:31.2,2474.08
1992658,131,prior,7,6,11,28,CANCELLED,PAID,54:31.2,2127.7
1361399,131,prior,8,2,8,24,CANCELLED,PAID,54:31.2,1862.77
380942,131,prior,9,3,10,15,PLACED,PAID,54:31.2,682.68
2106151,131,train,10,0,9,18,DELIVERED,FAILED,54:31.2,1917.94
1350313,132,prior,1,2,9,,PLACED,REFUNDED,54:31.2,1292.07
2005455,132,prior,2,2,12,7,PLACED,FAILED,54:31.2,340.96
1331186,132,prior,3,5,9,3,PLACED,FAILED,54:31.2,421.31
2945874,132,prior,4,5,7,7,PLACED,REFUNDED,54:31.2,753.26
419704,132,prior,5,0,19,2,PLACED,FAILED,54:31.2,2380.96
1271491,132,prior,6,2,16,2,CANCELLED,REFUNDED,54:31.2,654.5
1658862,132,prior,7,6,8,4,DELIVERED,REFUNDED,54:31.2,1657.93
1649249,132,prior,8,0,8,1,PLACED,PAID,54:31.2,2460.75
2149749,132,prior,9,2,7,2,DELIVERED,FAILED,54:31.2,1856.59
1714411,132,prior,10,3,12,1,DELIVERED,PAID,54:31.2,597.71
1264035,132,prior,11,0,10,4,PLACED,REFUNDED,54:31.2,1480.67
1725511,132,prior,12,3,8,3,CANCELLED,REFUNDED,54:31.2,1892.37
1175812,132,prior,13,2,8,6,DELIVERED,REFUNDED,54:31.2,583.37
647862,132,prior,14,5,9,3,CANCELLED,FAILED,54:31.2,985.65
3407614,132,prior,15,1,7,3,PLACED,FAILED,54:31.2,206.79
2425937,132,prior,16,3,8,2,CANCELLED,FAILED,54:31.2,188.61
88224,132,prior,17,1,9,5,PLACED,PAID,54:31.2,2307.8
128294,132,prior,18,0,16,6,DELIVERED,PAID,54:31.2,621.2
2828876,132,prior,19,2,17,2,PLACED,PAID,54:31.2,2056.62
50139,132,prior,20,5,8,3,CANCELLED,PAID,54:31.2,1122.05
3054588,132,prior,21,1,7,3,PLACED,REFUNDED,54:31.2,208.94
1068230,132,prior,22,3,22,2,DELIVERED,REFUNDED,54:31.2,1442.41
214385,132,prior,23,4,21,1,PLACED,PAID,54:31.2,234.69
125426,132,prior,24,2,18,5,DELIVERED,PAID,54:31.2,596.78
2887138,132,train,25,0,12,5,DELIVERED,REFUNDED,54:31.2,939.82
3187763,133,prior,1,4,19,,DELIVERED,FAILED,54:31.2,193.17
107326,133,prior,2,6,18,2,CANCELLED,PAID,54:31.2,1128.42
2871952,133,prior,3,4,1,19,DELIVERED,REFUNDED,54:31.2,673.46
2267932,133,prior,4,0,12,10,CANCELLED,REFUNDED,54:31.2,1603.66
577963,133,prior,5,1,22,1,PLACED,REFUNDED,54:31.2,1639.68
2203695,133,prior,6,0,9,6,PLACED,PAID,54:31.2,1934.65
2964641,133,prior,7,5,12,5,DELIVERED,REFUNDED,54:31.2,2369.53
1517475,133,prior,8,1,12,3,PLACED,FAILED,54:31.2,1345.11
1846465,133,prior,9,4,12,3,CANCELLED,FAILED,54:31.2,2470.84
3317319,133,prior,10,5,12,8,DELIVERED,REFUNDED,54:31.2,1027.85
241592,133,prior,11,3,13,5,CANCELLED,FAILED,54:31.2,2358.85
1551488,133,prior,12,3,21,7,PLACED,PAID,54:31.2,1884.43
1686324,133,prior,13,0,12,11,PLACED,FAILED,54:31.2,2201.18
560536,133,prior,14,1,1,8,CANCELLED,FAILED,54:31.2,1411.24
1522988,133,prior,15,4,1,3,DELIVERED,PAID,54:31.2,2253.19
836046,133,prior,16,3,2,6,CANCELLED,REFUNDED,54:31.2,2060.25
3306184,133,prior,17,4,3,8,DELIVERED,FAILED,54:31.2,709.88
670203,133,prior,18,2,3,5,DELIVERED,REFUNDED,54:31.2,2119.52
3394074,133,prior,19,2,15,7,DELIVERED,FAILED,54:31.2,2499.38
2087698,133,prior,20,1,21,6,PLACED,FAILED,54:31.2,1514.18
1058680,133,test,21,4,0,10,CANCELLED,FAILED,54:31.2,2238.34
3081012,134,prior,1,6,12,,DELIVERED,REFUNDED,54:31.2,954.21
603841,134,prior,2,6,11,21,PLACED,PAID,54:31.2,1444.74
2913221,134,prior,3,6,12,7,PLACED,FAILED,54:31.2,2252.19
2565512,134,prior,4,0,9,15,CANCELLED,PAID,54:31.2,864.33
1708250,134,prior,5,0,12,30,CANCELLED,PAID,54:31.2,1129.76
463775,134,prior,6,4,0,30,DELIVERED,PAID,54:31.2,2135.27
831748,134,test,7,1,10,30,CANCELLED,FAILED,54:31.2,558.39
3204695,135,prior,1,3,19,,PLACED,FAILED,54:31.2,1636.98
3264360,135,prior,2,2,21,13,CANCELLED,FAILED,54:31.2,2086.2
892534,135,prior,3,0,8,12,DELIVERED,PAID,54:31.2,1328.82
2703626,135,prior,4,4,16,11,PLACED,REFUNDED,54:31.2,565.87
3001617,135,train,5,0,17,17,DELIVERED,REFUNDED,54:31.2,2052.19
1060257,136,prior,1,1,8,,DELIVERED,REFUNDED,54:31.2,2077.97
62071,136,prior,2,0,15,6,PLACED,FAILED,54:31.2,2494.92
2796410,136,prior,3,0,11,7,PLACED,PAID,54:31.2,2022.44
3178064,136,prior,4,1,12,29,PLACED,REFUNDED,54:31.2,813.6
2710859,136,test,5,1,15,21,DELIVERED,PAID,54:31.2,2281.55
2589465,137,prior,1,3,20,,DELIVERED,FAILED,54:31.2,813.86
936521,137,prior,2,6,12,30,CANCELLED,FAILED,54:31.2,1516.03
2873731,137,prior,3,6,16,30,PLACED,PAID,54:31.2,1823.52
16785,137,prior,4,0,14,29,CANCELLED,PAID,54:31.2,745.98
903981,137,prior,5,6,14,30,CANCELLED,PAID,54:31.2,440.64
2829213,137,prior,6,0,1,8,DELIVERED,REFUNDED,54:31.2,1548.87
1500625,137,test,7,6,15,6,PLACED,PAID,54:31.2,1449.61
3160996,138,prior,1,5,13,,PLACED,PAID,54:31.2,700.38
930730,138,prior,2,0,12,9,PLACED,PAID,54:31.2,416.47
1421595,138,prior,3,2,9,9,DELIVERED,FAILED,54:31.2,474.42
1433006,138,prior,4,0,11,5,CANCELLED,PAID,54:31.2,917.14
1592314,138,prior,5,0,9,14,DELIVERED,PAID,54:31.2,2202.16
3052988,138,prior,6,0,6,7,PLACED,FAILED,54:31.2,888.98
1986630,138,prior,7,0,12,7,PLACED,REFUNDED,54:31.2,415.81
2823056,138,prior,8,6,14,6,DELIVERED,PAID,54:31.2,1657.28
505689,138,prior,9,6,12,7,DELIVERED,PAID,54:31.2,191.55
2254091,138,prior,10,5,14,6,PLACED,PAID,54:31.2,2065.79
228295,138,prior,11,0,12,2,CANCELLED,REFUNDED,54:31.2,2306.43
2138731,138,prior,12,6,15,6,CANCELLED,FAILED,54:31.2,1473.89
28517,138,prior,13,6,14,7,DELIVERED,FAILED,54:31.2,1828.42
2526903,138,prior,14,0,15,8,DELIVERED,REFUNDED,54:31.2,1013.63
1593782,138,prior,15,6,11,6,CANCELLED,PAID,54:31.2,1575.37
307762,138,prior,16,0,11,8,PLACED,PAID,54:31.2,950.37
960220,138,prior,17,5,14,19,CANCELLED,FAILED,54:31.2,1512.65
1154289,138,prior,18,1,7,3,DELIVERED,FAILED,54:31.2,2345.7
1898191,138,prior,19,2,8,30,PLACED,REFUNDED,54:31.2,1639.2
1972635,138,prior,20,6,20,18,CANCELLED,REFUNDED,54:31.2,1977.46
1512043,138,prior,21,0,15,8,DELIVERED,PAID,54:31.2,979.73
323780,138,prior,22,2,15,16,CANCELLED,REFUNDED,54:31.2,217.29
894221,138,prior,23,5,13,24,DELIVERED,PAID,54:31.2,1493.78
2027699,138,prior,24,1,10,24,PLACED,REFUNDED,54:31.2,353.48
703615,138,prior,25,3,11,2,PLACED,REFUNDED,54:31.2,1512.42
2226790,138,prior,26,5,12,9,DELIVERED,FAILED,54:31.2,671.94
2206168,138,prior,27,3,18,30,CANCELLED,PAID,54:31.2,1597.14
3139998,138,prior,28,6,11,3,PLACED,FAILED,54:31.2,2488.56
1854193,138,prior,29,0,14,22,PLACED,REFUNDED,54:31.2,2037.27
1977647,138,prior,30,6,17,20,PLACED,FAILED,54:31.2,1934.36
1069065,138,prior,31,2,7,10,CANCELLED,PAID,54:31.2,2106.32
2329217,138,prior,32,5,20,10,CANCELLED,REFUNDED,54:31.2,2186.19
455775,138,train,33,6,12,1,CANCELLED,PAID,54:31.2,672.42
3220002,139,prior,1,3,17,,CANCELLED,REFUNDED,54:31.2,170.27
2610428,139,prior,2,5,17,9,PLACED,PAID,54:31.2,2490
1515111,139,prior,3,3,19,5,DELIVERED,PAID,54:31.2,826.09
1296919,139,prior,4,2,19,6,PLACED,FAILED,54:31.2,1158.56
2233425,139,train,5,2,11,30,DELIVERED,PAID,54:31.2,1950.03
1207960,140,prior,1,3,17,,PLACED,PAID,54:31.2,1886.44
2093304,140,prior,2,6,10,3,PLACED,FAILED,54:31.2,1647.15
2254976,140,prior,3,2,11,3,DELIVERED,PAID,54:31.2,1721.47
3369359,140,prior,4,0,12,5,DELIVERED,PAID,54:31.2,1137.99
515651,140,prior,5,3,12,3,CANCELLED,FAILED,54:31.2,444.71
726285,140,prior,6,1,17,5,PLACED,PAID,54:31.2,1119.45
1025825,140,prior,7,4,16,10,DELIVERED,REFUNDED,54:31.2,453.21
3015626,140,prior,8,5,17,1,DELIVERED,FAILED,54:31.2,2456.8
2135028,140,prior,9,2,11,4,CANCELLED,REFUNDED,54:31.2,2347.58
3346154,140,prior,10,5,13,3,CANCELLED,REFUNDED,54:31.2,1918.2
1157684,140,prior,11,6,19,1,CANCELLED,REFUNDED,54:31.2,399.15
2414681,140,prior,12,4,17,5,PLACED,PAID,54:31.2,2230.96
551518,140,prior,13,4,19,7,PLACED,FAILED,54:31.2,1140.69
3241517,140,prior,14,4,16,7,CANCELLED,FAILED,54:31.2,849.08
3103900,140,prior,15,3,17,6,CANCELLED,REFUNDED,54:31.2,1824.3
1672315,140,prior,16,4,17,8,DELIVERED,FAILED,54:31.2,1247.56
484342,140,prior,17,2,15,5,PLACED,FAILED,54:31.2,1864.83
1820029,140,prior,18,0,18,5,CANCELLED,FAILED,54:31.2,1395.26
2935007,140,prior,19,4,16,4,PLACED,PAID,54:31.2,1972.31
3215600,140,prior,20,1,10,4,PLACED,REFUNDED,54:31.2,1660.21
3245602,140,prior,21,1,16,7,CANCELLED,FAILED,54:31.2,618.65
3361344,140,prior,22,2,11,8,CANCELLED,REFUNDED,54:31.2,1312.49
1272879,140,prior,23,0,10,12,DELIVERED,REFUNDED,54:31.2,1292.88
3392471,140,prior,24,1,18,8,PLACED,REFUNDED,54:31.2,2477.86
599299,140,prior,25,6,11,5,DELIVERED,PAID,54:31.2,1746.26
3071740,140,prior,26,0,13,8,CANCELLED,PAID,54:31.2,2349.7
1573632,140,prior,27,5,14,5,DELIVERED,REFUNDED,54:31.2,2400.45
1119910,140,prior,28,1,12,10,CANCELLED,REFUNDED,54:31.2,531.67
3046542,140,prior,29,6,16,5,CANCELLED,REFUNDED,54:31.2,2333.36
557001,140,prior,30,4,9,5,CANCELLED,PAID,54:31.2,912.07
2866881,140,prior,31,6,14,2,CANCELLED,FAILED,54:31.2,971.23
2289359,140,prior,32,2,21,3,PLACED,REFUNDED,54:31.2,1940.67
2343097,140,prior,33,5,19,3,CANCELLED,PAID,54:31.2,2044.91
458750,140,prior,34,3,11,5,DELIVERED,FAILED,54:31.2,1049.74
385418,140,prior,35,5,10,9,CANCELLED,REFUNDED,54:31.2,1377.8
1878887,140,prior,36,0,10,9,DELIVERED,PAID,54:31.2,1021.11
405367,140,prior,37,0,10,7,CANCELLED,FAILED,54:31.2,922.66
2678520,140,prior,38,3,16,10,PLACED,FAILED,54:31.2,508.18
414277,140,prior,39,1,12,5,DELIVERED,PAID,54:31.2,465.13
556179,140,prior,40,6,11,5,CANCELLED,FAILED,54:31.2,1885.58
2695731,140,prior,41,3,17,4,PLACED,FAILED,54:31.2,152.56
2637943,140,prior,42,0,12,4,CANCELLED,REFUNDED,54:31.2,1823.56
2589449,140,prior,43,5,22,5,PLACED,FAILED,54:31.2,2082.18
1227180,140,prior,44,0,11,23,CANCELLED,PAID,54:31.2,1159.94
2473679,140,prior,45,6,14,6,PLACED,FAILED,54:31.2,170.27
1402772,140,prior,46,6,16,7,CANCELLED,REFUNDED,54:31.2,752.62
2783075,140,prior,47,3,15,11,PLACED,REFUNDED,54:31.2,2130.19
714844,140,prior,48,1,10,5,CANCELLED,REFUNDED,54:31.2,1931.22
1027521,140,prior,49,4,17,3,DELIVERED,FAILED,54:31.2,1787.78
1364045,140,prior,50,5,17,1,PLACED,PAID,54:31.2,991.16
919139,140,prior,51,6,12,1,CANCELLED,PAID,54:31.2,745.72
1330627,140,prior,52,1,11,2,PLACED,FAILED,54:31.2,1361.95
2430333,140,prior,53,2,9,1,CANCELLED,PAID,54:31.2,1828.76
969286,140,prior,54,6,10,4,DELIVERED,FAILED,54:31.2,1685.43
2772901,140,prior,55,4,18,5,PLACED,FAILED,54:31.2,2141.7
3249907,140,prior,56,2,19,5,DELIVERED,FAILED,54:31.2,1423.12
3405538,140,prior,57,6,16,4,PLACED,REFUNDED,54:31.2,738.35
888081,140,prior,58,0,17,1,PLACED,PAID,54:31.2,1185.78
1829678,140,prior,59,3,10,3,CANCELLED,REFUNDED,54:31.2,201.64
2258898,140,prior,60,2,16,6,PLACED,FAILED,54:31.2,198.75
1148917,140,prior,61,0,17,5,PLACED,FAILED,54:31.2,176.52
485663,140,prior,62,1,12,1,PLACED,FAILED,54:31.2,1032.65
919895,140,prior,63,3,14,2,CANCELLED,REFUNDED,54:31.2,1604.63
988141,140,prior,64,6,10,3,CANCELLED,PAID,54:31.2,398.89
2121214,140,prior,65,1,16,2,DELIVERED,PAID,54:31.2,1595.04
412724,140,prior,66,3,14,2,CANCELLED,FAILED,54:31.2,575.98
1257665,140,prior,67,5,7,2,PLACED,FAILED,54:31.2,197.1
1210466,140,prior,68,5,10,0,CANCELLED,REFUNDED,54:31.2,1437.3
832564,140,prior,69,2,10,4,PLACED,REFUNDED,54:31.2,1711.68
2776994,140,prior,70,4,18,2,DELIVERED,REFUNDED,54:31.2,2165.25
1328876,140,prior,71,5,17,1,CANCELLED,FAILED,54:31.2,1342.81
22418,140,prior,72,3,14,5,CANCELLED,PAID,54:31.2,1738.82
3342071,140,prior,73,4,14,1,CANCELLED,FAILED,54:31.2,2281
3102380,140,prior,74,3,11,6,DELIVERED,PAID,54:31.2,1164.62
3369380,140,prior,75,5,15,2,PLACED,PAID,54:31.2,248.62
2272569,140,prior,76,2,11,4,PLACED,REFUNDED,54:31.2,572.57
2560500,140,train,77,4,21,2,PLACED,PAID,54:31.2,1338.69
2817237,141,prior,1,0,15,,DELIVERED,PAID,54:31.2,591.09
2097765,141,prior,2,6,12,6,PLACED,REFUNDED,54:31.2,2372.21
1228976,141,prior,3,2,14,3,CANCELLED,PAID,54:31.2,1630.99
259563,141,prior,4,4,11,2,DELIVERED,FAILED,54:31.2,699.16
